text,label,original_text
"הודעה: Halo, saldo akun Voicespin Test_account Anda adalah 202.0. Kecuali Anda mengisi ulang segera, akan mencapai batas kredit dan akan diblokir secara otomatis.",ham,"Halo, saldo akun Voicespin Test_account Anda adalah 202.0. Kecuali Anda mengisi ulang segera, akan mencapai batas kredit dan akan diblokir secara otomatis."
הודעה: Your order #5482 has been shipped.,ham,Your order #5482 has been shipped.
פרס winner! claim your $1786 gift card at bit.ly/123,phishing,Prize winner! Claim your $1786 gift card at bit.ly/123
חינם iphone 15! enter code 4605 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 4605 at goo.gl/xyz
הודעה: Package held at the terminal: http://ffnst.com/7DH836,phishing,Package held at the terminal: http://ffnst.com/7DH836
פרס winner! claim your $4899 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $4899 gift card at goo.gl/xyz
"se stai pensando di sollevarmi, allora לא.",ham,"Se stai pensando di sollevarmi, allora no."
הודעה: Your tax refund of $4315 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $4315 is ready. Claim at tinyurl.com/abc
פרס winner! claim your $2330 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $2330 gift card at goo.gl/xyz
הודעה: Your tax refund of $1385 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $1385 is ready. Claim at goo.gl/xyz
your חשבון balance is $4460,ham,Your account balance is $4460
הודעה: Your payment of $753 was processed,ham,Your payment of $753 was processed
gebyar telkomselpoin 2013 לא anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com,spam,GEBYAR telkomselpoin 2013 no anda trpilih pemenang ke-4 pin 277fg49 silahkan verifikasi pin anda disitus resmi www.t-selpoinhadiah.jimdo.com
"הודעה: Ich arbeite nur von Montag bis Donnerstag, aber am Samstag kann ich leider nicht... schon ausgebucht... An welchem anderen Tag bist du frei?",ham,"Ich arbeite nur von Montag bis Donnerstag, aber am Samstag kann ich leider nicht... schon ausgebucht... An welchem anderen Tag bist du frei?"
you have 1 new message. התקשר 0207-083-6089,spam,You have 1 new message. Call 0207-083-6089
win 985 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 985 NOW! Click goo.gl/xyz to claim!
"הודעה: Mi dispiace, ho perso la tua chiamata, parliamo quando hai tempo. Sono al 07090201529.",spam,"Mi dispiace, ho perso la tua chiamata, parliamo quando hai tempo. Sono al 07090201529."
your entry won! claim $2113 cash פרס at bit.ly/123,spam,Your entry won! Claim $2113 cash prize at bit.ly/123
santa calling! would your little ones like a התקשר from santa xmas eve? התקשר 09058094583 to book your time.,spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
debt relief program: get out of debt fast! התקשר 4482,spam,Debt relief program: Get out of debt fast! Call 4482
דחוף: your פרס is waiting! התקשר 1194,spam,URGENT: Your prize is waiting! Call 1194
"הודעה: I'm sorry, but I can't provide that kind of content. How can I assist you with something else?",ham,"I'm sorry, but I can't provide that kind of content. How can I assist you with something else?"
debt relief program: get out of debt fast! התקשר 7490,spam,Debt relief program: Get out of debt fast! Call 7490
התקשר 5198 for customer support,ham,Call 5198 for customer support
פרס winner! claim your $2328 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $2328 gift card at goo.gl/xyz
חינם iphone 15! enter code 2720 at bit.ly/123,spam,FREE iPhone 15! Enter code 2720 at bit.ly/123
הודעה: Your order #2954 has been shipped.,ham,Your order #2954 has been shipped.
"הודעה: Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
"הודעה: Oh Howda gud gud.. Mathe en samachara chikku:-)

Oh Howda gud gud.. Mathe en samachara chikku:-)",ham,"Oh Howda gud gud.. Mathe en samachara chikku:-)

Oh Howda gud gud.. Mathe en samachara chikku:-)"
your entry won! claim $4836 cash פרס at bit.ly/123,spam,Your entry won! Claim $4836 cash prize at bit.ly/123
הודעה: Your tax refund of $3592 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $3592 is ready. Claim at tinyurl.com/abc
הודעה: Your order #8427 has been shipped.,ham,Your order #8427 has been shipped.
debt relief program: get out of debt fast! התקשר 5607,spam,Debt relief program: Get out of debt fast! Call 5607
your entry won! claim $2326 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $2326 cash prize at tinyurl.com/abc
הודעה: Your order #8880 has been shipped.,ham,Your order #8880 has been shipped.
חינם iphone 15! enter code 2354 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 2354 at goo.gl/xyz
פרס winner! claim your $1911 gift card at bit.ly/123,phishing,Prize winner! Claim your $1911 gift card at bit.ly/123
your entry won! claim $4555 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $4555 cash prize at goo.gl/xyz
debt relief program: get out of debt fast! התקשר 7372,spam,Debt relief program: Get out of debt fast! Call 7372
הודעה: Verstanden. Bitte antworte nicht auf diese SMS. ,ham,Verstanden. Bitte antworte nicht auf diese SMS. 
הודעה: Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/9016,spam,Anda perlu segera mengirim uang ke IRS SEKARANG di https://tinyurl.com/9016
win 3055 עכשיו! לחץ bit.ly/123 to claim!,spam,WIN 3055 NOW! Click bit.ly/123 to claim!
"הודעה: Come **&lt;#&gt;** , stessa domanda",ham,"Come **&lt;#&gt;** , stessa domanda"
* חינם* polyphonic ringtone שלח הודעה super to 87131 to get your חינם poly tone of the week עכשיו! 16 sn pobox202 nr31 7zs subscription 450pw,spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
הודעה: Package held at the terminal: http://ffnst.com/7DH364,phishing,Package held at the terminal: http://ffnst.com/7DH364
דחוף: your פרס is waiting! התקשר 3496,spam,URGENT: Your prize is waiting! Call 3496
התקשר 5557 for customer support,ham,Call 5557 for customer support
פרס winner! claim your $4739 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $4739 gift card at goo.gl/xyz
קישור yang anda berikan tidak valid. apakah anda bisa memberikan informasi tambahan atau klarifikasi terkait dengan pesan anda?,spam,Link yang Anda berikan tidak valid. Apakah Anda bisa memberikan informasi tambahan atau klarifikasi terkait dengan pesan Anda?
דחוף: your פרס is waiting! התקשר 9831,spam,URGENT: Your prize is waiting! Call 9831
הודעה: What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
"היי david, your amazon order is delayed. confirm shipping at tinyurl.com/abc",phishing,"Hi David, your Amazon order is delayed. Confirm shipping at tinyurl.com/abc"
win 3978 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 3978 NOW! Click goo.gl/xyz to claim!
דחוף: your פרס is waiting! התקשר 1335,spam,URGENT: Your prize is waiting! Call 1335
win 1177 עכשיו! לחץ goo.gl/xyz to claim!,spam,WIN 1177 NOW! Click goo.gl/xyz to claim!
הודעה: In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
debt relief program: get out of debt fast! התקשר 4412,spam,Debt relief program: Get out of debt fast! Call 4412
פרס winner! claim your $3596 gift card at tinyurl.com/abc,phishing,Prize winner! Claim your $3596 gift card at tinyurl.com/abc
הודעה: Your tax refund of $880 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $880 is ready. Claim at goo.gl/xyz
חינם iphone 15! enter code 7695 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 7695 at goo.gl/xyz
הודעה: Your verification code is 8987,ham,Your verification code is 8987
xclusive@clubsaisai 2morow 28/5 soiree speciale zouk with nichols from paris.חינם roses 2 all ladies !!! info: 07946746291/07880867867,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
הודעה: Your verification code is 2320,ham,Your verification code is 2320
debt relief program: get out of debt fast! התקשר 7317,spam,Debt relief program: Get out of debt fast! Call 7317
פרס winner! claim your $2543 gift card at bit.ly/123,phishing,Prize winner! Claim your $2543 gift card at bit.ly/123
"i'm sorry, but the שלח הודעה you provided doesn't seem to be in english. if you can provide the שלח הודעה in english, i'd be happy to translate it for you.",ham,"I'm sorry, but the text you provided doesn't seem to be in English. If you can provide the text in English, I'd be happy to translate it for you."
your entry won! claim $4133 cash פרס at goo.gl/xyz,spam,Your entry won! Claim $4133 cash prize at goo.gl/xyz
הודעה: how are you? I miss you!,ham,how are you? I miss you!
הודעה: Your tax refund of $4462 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $4462 is ready. Claim at tinyurl.com/abc
debt relief program: get out of debt fast! התקשר 3725,spam,Debt relief program: Get out of debt fast! Call 3725
debt relief program: get out of debt fast! התקשר 4319,spam,Debt relief program: Get out of debt fast! Call 4319
דחוף: your פרס is waiting! התקשר 3804,spam,URGENT: Your prize is waiting! Call 3804
debt relief program: get out of debt fast! התקשר 5843,spam,Debt relief program: Get out of debt fast! Call 5843
you need to send money the irs עכשיו at https://tinyurl.com/8882,spam,You need to send money the IRS NOW at https://tinyurl.com/8882
debt relief program: get out of debt fast! התקשר 1914,spam,Debt relief program: Get out of debt fast! Call 1914
debt relief program: get out of debt fast! התקשר 9579,spam,Debt relief program: Get out of debt fast! Call 9579
הודעה: Your tax refund of $896 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $896 is ready. Claim at goo.gl/xyz
חינם iphone 15! enter code 5250 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 5250 at goo.gl/xyz
התקשר 5048 for customer support,ham,Call 5048 for customer support
"הודעה: Qualcuno ha creato un sito web in cui puoi giocare a hold'em usando i ""spacebucks"" di Eve Online.",ham,"Qualcuno ha creato un sito web in cui puoi giocare a hold'em usando i ""spacebucks"" di Eve Online."
חינם iphone 15! enter code 7676 at bit.ly/123,spam,FREE iPhone 15! Enter code 7676 at bit.ly/123
התקשר 2549 for customer support,ham,Call 2549 for customer support
"הודעה: Selamat! 2 ponsel Videofon 3G Anda. Hubungi 09063458130 sekarang! Mengobrol video dengan teman-teman, mainkan game Java, unduh musik polifonik, sewa tanpa perlu antri.",spam,"Selamat! 2 ponsel Videofon 3G Anda. Hubungi 09063458130 sekarang! Mengobrol video dengan teman-teman, mainkan game Java, unduh musik polifonik, sewa tanpa perlu antri."
הודעה: Your payment of $1582 was processed,ham,Your payment of $1582 was processed
חינם iphone 15! enter code 7692 at bit.ly/123,spam,FREE iPhone 15! Enter code 7692 at bit.ly/123
"<#> חשבון: 130517 is your חשבון verification code.\
bp2rorn3fzq",ham,"<#> Account: 130517 is your account verification code.\
bP2ROrn3fZQ"
your entry won! claim $1917 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $1917 cash prize at tinyurl.com/abc
דחוף: your פרס is waiting! התקשר 7624,spam,URGENT: Your prize is waiting! Call 7624
הודעה: Your tax refund of $1069 is ready. Claim at bit.ly/123,phishing,Your tax refund of $1069 is ready. Claim at bit.ly/123
debt relief program: get out of debt fast! התקשר 2791,spam,Debt relief program: Get out of debt fast! Call 2791
פרס winner! claim your $3364 gift card at goo.gl/xyz,phishing,Prize winner! Claim your $3364 gift card at goo.gl/xyz
הודעה: Your tax refund of $1684 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $1684 is ready. Claim at goo.gl/xyz
דחוף: your פרס is waiting! התקשר 7793,spam,URGENT: Your prize is waiting! Call 7793
הודעה: Your order #2899 has been shipped.,ham,Your order #2899 has been shipped.
הודעה: Your tax refund of $2696 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $2696 is ready. Claim at goo.gl/xyz
win 3253 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 3253 NOW! Click tinyurl.com/abc to claim!
win 1701 עכשיו! לחץ tinyurl.com/abc to claim!,spam,WIN 1701 NOW! Click tinyurl.com/abc to claim!
דחוף: your פרס is waiting! התקשר 2071,spam,URGENT: Your prize is waiting! Call 2071
הודעה: Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/8904,spam,Anda perlu segera mengirim uang kepada IRS SEKARANG di https://tinyurl.com/8904
debt relief program: get out of debt fast! התקשר 7887,spam,Debt relief program: Get out of debt fast! Call 7887
חינם iphone 15! enter code 8057 at goo.gl/xyz,spam,FREE iPhone 15! Enter code 8057 at goo.gl/xyz
הודעה: Your tax refund of $1264 is ready. Claim at goo.gl/xyz,phishing,Your tax refund of $1264 is ready. Claim at goo.gl/xyz
הודעה: You can find it here: https://www.google.com/search?q=tesla,ham,You can find it here: https://www.google.com/search?q=tesla
הודעה: Saya membeli tes itu kemarin. Ini sesuatu yang memungkinkan Anda mengetahui hari persis Anda ovulasi. Anda akan mendapat 2u dalam sekitar 2 hingga 3 minggu. Tetapi tolong jangan khawatir. Saya tahu Anda cemas. Silakan tenang. Apakah ada sesuatu dalam riwayat masa lalu Anda yang perlu Anda katakan kepada saya?,ham,Saya membeli tes itu kemarin. Ini sesuatu yang memungkinkan Anda mengetahui hari persis Anda ovulasi. Anda akan mendapat 2u dalam sekitar 2 hingga 3 minggu. Tetapi tolong jangan khawatir. Saya tahu Anda cemas. Silakan tenang. Apakah ada sesuatu dalam riwayat masa lalu Anda yang perlu Anda katakan kepada saya?
דחוף: your פרס is waiting! התקשר 2040,spam,URGENT: Your prize is waiting! Call 2040
your entry won! claim $4849 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $4849 cash prize at tinyurl.com/abc
your entry won! claim $2315 cash פרס at tinyurl.com/abc,spam,Your entry won! Claim $2315 cash prize at tinyurl.com/abc
הודעה: Your tax refund of $3380 is ready. Claim at tinyurl.com/abc,phishing,Your tax refund of $3380 is ready. Claim at tinyurl.com/abc
הודעה: Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
"הודעה: Maaf, saya tidak bisa membuka tautan yang Anda berikan. Apakah ada sesuatu yang dapat saya bantu?",spam,"Maaf, saya tidak bisa membuka tautan yang Anda berikan. Apakah ada sesuatu yang dapat saya bantu?"
"הודעה: Ciao, come stai tu e il ragazzo arabo? Spero che stiate tutti bene, manda i miei saluti a tutti, ti voglio bene eshxxxxxxxxxxx",ham,"Ciao, come stai tu e il ragazzo arabo? Spero che stiate tutti bene, manda i miei saluti a tutti, ti voglio bene eshxxxxxxxxxxx"
